campaign_id,customer_id,contacted,contacted_date,responded,response_date,converted,conversion_date,offer_accepted,revenue,feedback
CAMP_000,CUST_10682,True,2025-08-30,True,2025-08-31,False,,,0,Will think about it
CAMP_000,CUST_10239,True,2025-09-06,True,2025-09-09,False,,,0,Will think about it
CAMP_000,CUST_10153,True,2025-09-04,False,,False,,,0,
CAMP_000,CUST_11873,True,2025-09-06,False,,False,,,0,
CAMP_000,CUST_10696,True,2025-09-04,False,,False,,,0,
CAMP_000,CUST_11931,True,2025-09-04,False,,False,,,0,
CAMP_000,CUST_12143,True,2025-09-07,False,,False,,,0,
CAMP_000,CUST_12184,True,2025-09-02,False,,False,,,0,
CAMP_000,CUST_12775,True,2025-09-04,False,,False,,,0,
CAMP_000,CUST_12212,True,2025-09-08,False,,False,,,0,
CAMP_000,CUST_10340,True,2025-08-31,False,,False,,,0,
CAMP_000,CUST_11479,True,2025-09-07,False,,False,,,0,
CAMP_000,CUST_10367,True,2025-08-29,True,2025-09-02,False,,,0,
CAMP_000,CUST_10207,False,,False,,False,,,0,
CAMP_000,CUST_11137,True,2025-08-29,False,,False,,,0,
CAMP_000,CUST_11156,True,2025-09-04,False,,False,,,0,
CAMP_000,CUST_10863,True,2025-08-31,False,,False,,,0,
CAMP_000,CUST_10230,False,,False,,False,,,0,
CAMP_000,CUST_10683,True,2025-08-29,False,,False,,,0,
CAMP_000,CUST_10213,True,2025-09-02,True,2025-09-04,False,,,0,"Good offer, accepted"
CAMP_000,CUST_10233,True,2025-09-06,False,,False,,,0,
CAMP_000,CUST_10141,True,2025-09-07,False,,False,,,0,
CAMP_000,CUST_10354,True,2025-09-07,False,,False,,,0,
CAMP_000,CUST_12912,True,2025-08-29,False,,False,,,0,
CAMP_000,CUST_10904,True,2025-09-04,False,,False,,,0,
CAMP_000,CUST_10425,True,2025-09-04,False,,False,,,0,
CAMP_000,CUST_12210,True,2025-08-29,False,,False,,,0,
CAMP_000,CUST_11896,True,2025-09-05,False,,False,,,0,
CAMP_000,CUST_12387,True,2025-08-29,False,,False,,,0,
CAMP_000,CUST_10526,True,2025-09-02,False,,False,,,0,
CAMP_000,CUST_12634,True,2025-08-31,False,,False,,,0,
CAMP_000,CUST_11077,True,2025-08-29,True,2025-08-30,True,2025-09-04,Speed Upgrade,3039,Not interested right now
CAMP_000,CUST_12306,True,2025-09-06,False,,False,,,0,
CAMP_000,CUST_11645,True,2025-09-08,True,2025-09-12,False,,,0,
CAMP_000,CUST_11169,True,2025-08-31,False,,False,,,0,
CAMP_000,CUST_11207,True,2025-09-05,True,2025-09-09,False,,,0,Already solved the issue
CAMP_000,CUST_11767,True,2025-09-08,False,,False,,,0,
CAMP_000,CUST_12645,True,2025-09-06,False,,False,,,0,
CAMP_000,CUST_12346,True,2025-09-04,True,2025-09-06,False,,,0,"Good offer, accepted"
CAMP_000,CUST_10419,True,2025-09-02,False,,False,,,0,
CAMP_000,CUST_12616,True,2025-09-06,False,,False,,,0,
CAMP_000,CUST_12768,True,2025-09-03,False,,False,,,0,
CAMP_000,CUST_11214,True,2025-09-07,False,,False,,,0,
CAMP_000,CUST_12730,True,2025-09-02,False,,False,,,0,
CAMP_000,CUST_12122,True,2025-09-05,False,,False,,,0,
CAMP_000,CUST_12809,True,2025-09-03,False,,False,,,0,
CAMP_000,CUST_10802,True,2025-09-02,False,,False,,,0,
CAMP_000,CUST_10026,True,2025-08-31,True,2025-09-03,True,2025-09-04,Retention Offer,2812,Too expensive
CAMP_000,CUST_10916,True,2025-09-02,False,,False,,,0,
CAMP_000,CUST_10265,True,2025-09-02,True,2025-09-06,True,2025-09-11,Speed Upgrade,2854,Too expensive
CAMP_000,CUST_10630,True,2025-08-29,False,,False,,,0,
CAMP_000,CUST_12353,True,2025-08-31,False,,False,,,0,
CAMP_000,CUST_12456,True,2025-09-06,False,,False,,,0,
CAMP_000,CUST_10411,True,2025-09-08,False,,False,,,0,
CAMP_000,CUST_10139,True,2025-08-30,False,,False,,,0,
CAMP_000,CUST_10444,True,2025-09-06,False,,False,,,0,
CAMP_000,CUST_10566,True,2025-09-08,False,,False,,,0,
CAMP_000,CUST_10058,True,2025-08-31,False,,False,,,0,
CAMP_000,CUST_12246,True,2025-09-04,False,,False,,,0,
CAMP_000,CUST_12427,True,2025-09-07,False,,False,,,0,
CAMP_000,CUST_12605,True,2025-08-30,False,,False,,,0,
CAMP_000,CUST_12130,True,2025-08-29,False,,False,,,0,
CAMP_000,CUST_11862,False,,False,,False,,,0,
CAMP_000,CUST_11575,True,2025-09-07,False,,False,,,0,
CAMP_000,CUST_11692,False,,False,,False,,,0,
CAMP_000,CUST_11409,False,,False,,False,,,0,
CAMP_000,CUST_10854,True,2025-09-05,False,,False,,,0,
CAMP_000,CUST_12369,True,2025-08-29,False,,False,,,0,
CAMP_000,CUST_12948,True,2025-09-04,False,,False,,,0,
CAMP_000,CUST_10456,True,2025-09-07,False,,False,,,0,
CAMP_000,CUST_11151,True,2025-09-07,False,,False,,,0,
CAMP_000,CUST_11919,True,2025-09-02,False,,False,,,0,
CAMP_000,CUST_11355,True,2025-08-31,False,,False,,,0,
CAMP_000,CUST_12969,True,2025-09-05,False,,False,,,0,
CAMP_000,CUST_11946,True,2025-09-06,False,,False,,,0,
CAMP_000,CUST_11880,False,,False,,False,,,0,
CAMP_000,CUST_10737,True,2025-09-05,True,2025-09-10,True,2025-09-17,Bundle Discount,3031,
CAMP_000,CUST_10389,True,2025-08-30,False,,False,,,0,
CAMP_000,CUST_10676,True,2025-08-29,False,,False,,,0,
CAMP_000,CUST_12304,True,2025-09-07,False,,False,,,0,
CAMP_000,CUST_12102,True,2025-08-31,False,,False,,,0,
CAMP_000,CUST_12955,True,2025-08-30,False,,False,,,0,
CAMP_000,CUST_12509,False,,False,,False,,,0,
CAMP_000,CUST_12760,True,2025-08-29,False,,False,,,0,
CAMP_000,CUST_10016,True,2025-08-30,False,,False,,,0,
CAMP_000,CUST_11681,True,2025-09-01,False,,False,,,0,
CAMP_000,CUST_12445,True,2025-09-04,False,,False,,,0,
CAMP_000,CUST_11711,True,2025-09-05,False,,False,,,0,
CAMP_000,CUST_12844,True,2025-09-03,False,,False,,,0,
CAMP_000,CUST_11779,False,,False,,False,,,0,
CAMP_000,CUST_12208,True,2025-09-07,False,,False,,,0,
CAMP_000,CUST_12072,True,2025-09-08,True,2025-09-12,True,2025-09-17,Speed Upgrade,3061,Too expensive
CAMP_000,CUST_10889,True,2025-09-08,False,,False,,,0,
CAMP_000,CUST_11118,True,2025-09-05,False,,False,,,0,
CAMP_000,CUST_11447,True,2025-09-01,True,2025-09-05,False,,,0,Already solved the issue
CAMP_000,CUST_11269,True,2025-09-08,False,,False,,,0,
CAMP_000,CUST_11854,True,2025-08-29,False,,False,,,0,
CAMP_000,CUST_12172,False,,False,,False,,,0,
CAMP_000,CUST_12033,True,2025-09-08,False,,False,,,0,
CAMP_000,CUST_10396,True,2025-08-31,False,,False,,,0,
CAMP_000,CUST_12150,True,2025-08-31,False,,False,,,0,
CAMP_000,CUST_12188,True,2025-09-04,False,,False,,,0,
CAMP_000,CUST_10043,True,2025-09-02,False,,False,,,0,
CAMP_000,CUST_11001,True,2025-08-29,False,,False,,,0,
CAMP_000,CUST_11266,True,2025-09-05,False,,False,,,0,
CAMP_000,CUST_12127,True,2025-08-31,True,2025-09-01,False,,,0,Too expensive
CAMP_000,CUST_12239,True,2025-09-06,False,,False,,,0,
CAMP_000,CUST_11107,True,2025-09-02,False,,False,,,0,
CAMP_000,CUST_11709,True,2025-09-08,False,,False,,,0,
CAMP_000,CUST_10657,True,2025-08-29,True,2025-09-01,True,2025-09-04,Retention Offer,3058,
CAMP_000,CUST_10051,False,,False,,False,,,0,
CAMP_000,CUST_10351,True,2025-09-02,False,,False,,,0,
CAMP_000,CUST_12675,True,2025-09-06,False,,False,,,0,
CAMP_000,CUST_12403,True,2025-09-02,False,,False,,,0,
CAMP_000,CUST_10783,True,2025-09-01,False,,False,,,0,
CAMP_000,CUST_12268,True,2025-09-03,False,,False,,,0,
CAMP_000,CUST_11816,True,2025-08-29,False,,False,,,0,
CAMP_000,CUST_11580,True,2025-09-04,False,,False,,,0,
CAMP_000,CUST_11480,True,2025-09-08,False,,False,,,0,
CAMP_000,CUST_11822,True,2025-09-05,False,,False,,,0,
CAMP_000,CUST_11533,True,2025-09-03,False,,False,,,0,
CAMP_000,CUST_11400,True,2025-09-03,False,,False,,,0,
CAMP_000,CUST_11300,True,2025-09-08,False,,False,,,0,
CAMP_000,CUST_10989,True,2025-09-03,False,,False,,,0,
CAMP_000,CUST_12135,True,2025-09-08,False,,False,,,0,
CAMP_000,CUST_10337,False,,False,,False,,,0,
CAMP_000,CUST_10988,True,2025-09-06,False,,False,,,0,
CAMP_000,CUST_12784,True,2025-09-08,False,,False,,,0,
CAMP_000,CUST_11359,True,2025-09-01,False,,False,,,0,
CAMP_000,CUST_11457,True,2025-09-02,False,,False,,,0,
CAMP_000,CUST_12104,True,2025-09-02,False,,False,,,0,
CAMP_000,CUST_12161,False,,False,,False,,,0,
CAMP_000,CUST_10384,True,2025-09-01,False,,False,,,0,
CAMP_000,CUST_11498,True,2025-08-30,False,,False,,,0,
CAMP_000,CUST_10912,False,,False,,False,,,0,
CAMP_000,CUST_11362,True,2025-09-04,False,,False,,,0,
CAMP_000,CUST_10908,False,,False,,False,,,0,
CAMP_000,CUST_12664,True,2025-09-05,True,2025-09-08,True,2025-09-15,Speed Upgrade,3076,Too expensive
CAMP_000,CUST_11167,True,2025-09-05,False,,False,,,0,
CAMP_000,CUST_10055,True,2025-09-07,False,,False,,,0,
CAMP_000,CUST_11979,True,2025-09-06,False,,False,,,0,
CAMP_000,CUST_12800,True,2025-09-01,False,,False,,,0,
CAMP_000,CUST_12599,True,2025-09-04,False,,False,,,0,
CAMP_000,CUST_11755,True,2025-08-29,False,,False,,,0,
CAMP_000,CUST_12658,True,2025-09-07,False,,False,,,0,
CAMP_000,CUST_12627,True,2025-08-29,False,,False,,,0,
CAMP_000,CUST_10759,True,2025-09-07,False,,False,,,0,
CAMP_000,CUST_11898,True,2025-09-02,False,,False,,,0,
CAMP_000,CUST_11179,True,2025-09-02,False,,False,,,0,
CAMP_000,CUST_11067,True,2025-09-04,False,,False,,,0,
CAMP_000,CUST_10366,True,2025-09-02,False,,False,,,0,
CAMP_000,CUST_12986,True,2025-09-05,False,,False,,,0,
CAMP_000,CUST_11235,True,2025-09-06,False,,False,,,0,
CAMP_000,CUST_10286,True,2025-09-05,False,,False,,,0,
CAMP_000,CUST_12603,True,2025-09-04,False,,False,,,0,
CAMP_000,CUST_11482,False,,False,,False,,,0,
CAMP_000,CUST_10102,True,2025-09-04,False,,False,,,0,
CAMP_000,CUST_12472,False,,False,,False,,,0,
CAMP_000,CUST_10841,True,2025-09-05,False,,False,,,0,
CAMP_000,CUST_10640,True,2025-08-29,False,,False,,,0,
CAMP_000,CUST_11802,True,2025-09-07,False,,False,,,0,
CAMP_000,CUST_11325,True,2025-09-08,False,,False,,,0,
CAMP_000,CUST_11661,True,2025-09-05,False,,False,,,0,
CAMP_000,CUST_10635,True,2025-09-05,False,,False,,,0,
CAMP_000,CUST_10063,True,2025-08-31,False,,False,,,0,
CAMP_000,CUST_10933,False,,False,,False,,,0,
CAMP_000,CUST_12259,True,2025-09-05,False,,False,,,0,
CAMP_000,CUST_10568,True,2025-09-06,False,,False,,,0,
CAMP_000,CUST_12255,False,,False,,False,,,0,
CAMP_000,CUST_10223,True,2025-09-05,False,,False,,,0,
CAMP_000,CUST_12776,True,2025-09-08,False,,False,,,0,
CAMP_000,CUST_11551,True,2025-09-08,False,,False,,,0,
CAMP_000,CUST_10107,True,2025-08-29,False,,False,,,0,
CAMP_000,CUST_10486,True,2025-09-04,True,2025-09-07,True,2025-09-08,WiFi Booster,2958,
CAMP_000,CUST_11503,True,2025-09-05,True,2025-09-06,True,2025-09-12,Bundle Discount,3004,Already solved the issue
CAMP_000,CUST_12780,True,2025-09-08,False,,False,,,0,
CAMP_000,CUST_12258,True,2025-09-02,True,2025-09-04,True,2025-09-07,Retention Offer,3066,Already solved the issue
CAMP_000,CUST_10127,True,2025-09-01,False,,False,,,0,
CAMP_000,CUST_10242,True,2025-09-06,False,,False,,,0,
CAMP_000,CUST_11943,True,2025-08-29,False,,False,,,0,
CAMP_000,CUST_10285,True,2025-09-06,True,2025-09-07,True,2025-09-11,Plan Downgrade,3070,"Good offer, accepted"
CAMP_000,CUST_10261,True,2025-09-03,False,,False,,,0,
CAMP_000,CUST_10266,True,2025-09-02,False,,False,,,0,
CAMP_000,CUST_11641,True,2025-09-07,True,2025-09-11,True,2025-09-12,Bundle Discount,3157,
CAMP_000,CUST_10795,True,2025-09-05,True,2025-09-07,True,2025-09-13,Plan Downgrade,2758,"Good offer, accepted"
CAMP_000,CUST_12467,True,2025-09-02,False,,False,,,0,
CAMP_000,CUST_10902,True,2025-09-07,False,,False,,,0,
CAMP_000,CUST_10060,True,2025-08-29,False,,False,,,0,
CAMP_000,CUST_11530,True,2025-08-29,False,,False,,,0,
CAMP_000,CUST_11860,False,,False,,False,,,0,
CAMP_000,CUST_10733,True,2025-09-03,False,,False,,,0,
CAMP_000,CUST_10848,True,2025-08-31,False,,False,,,0,
CAMP_000,CUST_12833,True,2025-09-03,False,,False,,,0,
CAMP_000,CUST_10304,True,2025-09-06,False,,False,,,0,
CAMP_000,CUST_10515,True,2025-08-29,True,2025-09-02,True,2025-09-09,Plan Downgrade,2943,Too expensive
CAMP_000,CUST_10524,True,2025-09-05,False,,False,,,0,
CAMP_000,CUST_12683,True,2025-09-07,False,,False,,,0,
CAMP_000,CUST_12169,True,2025-09-02,False,,False,,,0,
CAMP_000,CUST_11821,True,2025-09-04,False,,False,,,0,
CAMP_000,CUST_12872,True,2025-08-30,False,,False,,,0,
CAMP_000,CUST_10118,True,2025-09-04,False,,False,,,0,
CAMP_000,CUST_12028,True,2025-09-07,False,,False,,,0,
CAMP_000,CUST_10996,True,2025-09-07,False,,False,,,0,
CAMP_000,CUST_11204,True,2025-09-07,False,,False,,,0,
CAMP_000,CUST_11410,True,2025-09-05,False,,False,,,0,
CAMP_000,CUST_12770,True,2025-09-03,False,,False,,,0,
CAMP_000,CUST_12248,True,2025-09-01,False,,False,,,0,
CAMP_000,CUST_10498,True,2025-08-31,False,,False,,,0,
CAMP_000,CUST_11468,False,,False,,False,,,0,
CAMP_000,CUST_11199,True,2025-08-31,False,,False,,,0,
CAMP_000,CUST_10915,True,2025-09-05,False,,False,,,0,
CAMP_000,CUST_12971,True,2025-09-04,False,,False,,,0,
CAMP_000,CUST_11730,True,2025-09-08,False,,False,,,0,
CAMP_000,CUST_10931,False,,False,,False,,,0,
CAMP_000,CUST_12655,True,2025-09-03,False,,False,,,0,
CAMP_000,CUST_11879,False,,False,,False,,,0,
CAMP_000,CUST_10491,True,2025-08-31,False,,False,,,0,
CAMP_000,CUST_11636,True,2025-08-30,False,,False,,,0,
CAMP_000,CUST_12830,True,2025-09-02,False,,False,,,0,
CAMP_000,CUST_11815,True,2025-09-07,False,,False,,,0,
CAMP_000,CUST_11430,True,2025-09-08,False,,False,,,0,
CAMP_000,CUST_10343,True,2025-09-04,False,,False,,,0,
CAMP_000,CUST_10426,True,2025-09-08,True,2025-09-09,False,,,0,Not interested right now
CAMP_000,CUST_12378,True,2025-09-06,False,,False,,,0,
CAMP_000,CUST_12342,False,,False,,False,,,0,
CAMP_000,CUST_12713,True,2025-09-04,False,,False,,,0,
CAMP_000,CUST_10204,True,2025-08-30,True,2025-09-03,False,,,0,
CAMP_000,CUST_12117,True,2025-08-30,False,,False,,,0,
CAMP_000,CUST_12577,True,2025-09-04,False,,False,,,0,
CAMP_000,CUST_12773,False,,False,,False,,,0,
CAMP_000,CUST_12407,True,2025-08-29,False,,False,,,0,
CAMP_000,CUST_12842,True,2025-08-29,False,,False,,,0,
CAMP_000,CUST_12649,True,2025-09-08,True,2025-09-11,False,,,0,Not interested right now
CAMP_000,CUST_10105,True,2025-09-06,False,,False,,,0,
CAMP_000,CUST_12192,False,,False,,False,,,0,
CAMP_000,CUST_11452,False,,False,,False,,,0,
CAMP_000,CUST_10188,False,,False,,False,,,0,
CAMP_000,CUST_11830,True,2025-09-02,False,,False,,,0,
CAMP_000,CUST_11679,True,2025-08-31,True,2025-09-02,True,2025-09-04,Retention Offer,2959,Already solved the issue
CAMP_000,CUST_10404,True,2025-09-04,False,,False,,,0,
CAMP_000,CUST_10641,True,2025-08-30,False,,False,,,0,
CAMP_000,CUST_12082,True,2025-08-30,False,,False,,,0,
CAMP_000,CUST_10039,True,2025-08-31,True,2025-09-03,False,,,0,Already solved the issue
CAMP_000,CUST_10999,True,2025-08-31,False,,False,,,0,
CAMP_000,CUST_12086,True,2025-09-08,False,,False,,,0,
CAMP_000,CUST_11395,True,2025-09-06,False,,False,,,0,
CAMP_000,CUST_12149,True,2025-09-06,True,2025-09-10,True,2025-09-17,Bundle Discount,3100,
CAMP_000,CUST_12136,False,,False,,False,,,0,
CAMP_000,CUST_11130,False,,False,,False,,,0,
CAMP_000,CUST_11840,True,2025-09-08,False,,False,,,0,
CAMP_000,CUST_10625,True,2025-09-04,False,,False,,,0,
CAMP_000,CUST_11466,False,,False,,False,,,0,
CAMP_000,CUST_10225,False,,False,,False,,,0,
CAMP_000,CUST_11573,False,,False,,False,,,0,
CAMP_000,CUST_10000,True,2025-08-30,False,,False,,,0,
CAMP_000,CUST_10560,True,2025-09-07,False,,False,,,0,
CAMP_000,CUST_12206,True,2025-09-02,True,2025-09-03,False,,,0,Not interested right now
CAMP_000,CUST_11132,False,,False,,False,,,0,
CAMP_000,CUST_10602,True,2025-09-06,False,,False,,,0,
CAMP_000,CUST_10218,True,2025-09-04,False,,False,,,0,
CAMP_000,CUST_11502,True,2025-09-06,False,,False,,,0,
CAMP_000,CUST_11592,True,2025-08-30,False,,False,,,0,
CAMP_000,CUST_10032,True,2025-09-02,False,,False,,,0,
CAMP_000,CUST_11809,True,2025-09-05,False,,False,,,0,
CAMP_000,CUST_12905,True,2025-09-04,False,,False,,,0,
CAMP_000,CUST_10236,True,2025-09-06,False,,False,,,0,
CAMP_000,CUST_11439,True,2025-09-04,False,,False,,,0,
CAMP_000,CUST_10318,True,2025-09-05,False,,False,,,0,
CAMP_000,CUST_11004,True,2025-09-02,False,,False,,,0,
CAMP_000,CUST_10434,True,2025-09-06,False,,False,,,0,
CAMP_000,CUST_12526,True,2025-09-05,False,,False,,,0,
CAMP_000,CUST_12343,True,2025-08-31,False,,False,,,0,
CAMP_000,CUST_11255,True,2025-09-07,False,,False,,,0,
CAMP_000,CUST_10174,True,2025-09-06,False,,False,,,0,
CAMP_000,CUST_12348,True,2025-09-04,False,,False,,,0,
CAMP_000,CUST_11794,False,,False,,False,,,0,
CAMP_000,CUST_10551,False,,False,,False,,,0,
CAMP_000,CUST_11866,True,2025-09-06,False,,False,,,0,
CAMP_000,CUST_11568,True,2025-09-03,False,,False,,,0,
CAMP_000,CUST_11108,True,2025-09-01,False,,False,,,0,
CAMP_000,CUST_12126,True,2025-08-31,False,,False,,,0,
CAMP_000,CUST_10506,True,2025-09-03,True,2025-09-06,True,2025-09-11,Plan Downgrade,3038,"Good offer, accepted"
CAMP_000,CUST_12691,True,2025-09-04,False,,False,,,0,
CAMP_000,CUST_11555,False,,False,,False,,,0,
CAMP_000,CUST_12880,False,,False,,False,,,0,
CAMP_000,CUST_12709,True,2025-08-29,False,,False,,,0,
CAMP_000,CUST_12976,True,2025-09-08,False,,False,,,0,
CAMP_000,CUST_12187,True,2025-08-29,True,2025-09-02,False,,,0,
CAMP_000,CUST_11613,True,2025-09-05,True,2025-09-09,False,,,0,
CAMP_000,CUST_12389,True,2025-09-03,False,,False,,,0,
CAMP_000,CUST_10758,True,2025-08-30,False,,False,,,0,
CAMP_000,CUST_12041,True,2025-09-08,False,,False,,,0,
CAMP_000,CUST_12900,True,2025-09-06,False,,False,,,0,
CAMP_000,CUST_12261,True,2025-09-07,False,,False,,,0,
CAMP_000,CUST_10572,True,2025-09-03,False,,False,,,0,
CAMP_000,CUST_11972,True,2025-09-02,False,,False,,,0,
CAMP_000,CUST_10660,True,2025-08-29,False,,False,,,0,
CAMP_000,CUST_11713,True,2025-08-30,False,,False,,,0,
CAMP_000,CUST_10549,False,,False,,False,,,0,
CAMP_000,CUST_11907,True,2025-09-04,False,,False,,,0,
CAMP_000,CUST_11529,True,2025-09-06,False,,False,,,0,
CAMP_000,CUST_10580,False,,False,,False,,,0,
CAMP_000,CUST_11933,True,2025-09-07,False,,False,,,0,
CAMP_000,CUST_12290,True,2025-09-07,False,,False,,,0,
CAMP_000,CUST_12831,True,2025-08-30,False,,False,,,0,
CAMP_000,CUST_11177,True,2025-09-02,False,,False,,,0,
CAMP_000,CUST_11574,True,2025-09-02,False,,False,,,0,
CAMP_000,CUST_10974,True,2025-09-04,False,,False,,,0,
CAMP_000,CUST_10406,True,2025-09-07,False,,False,,,0,
CAMP_000,CUST_12425,True,2025-08-29,False,,False,,,0,
CAMP_000,CUST_12163,True,2025-09-05,False,,False,,,0,
CAMP_000,CUST_10725,True,2025-09-01,False,,False,,,0,
CAMP_000,CUST_12385,True,2025-08-31,False,,False,,,0,
CAMP_000,CUST_12798,False,,False,,False,,,0,
CAMP_000,CUST_12965,True,2025-08-31,False,,False,,,0,
CAMP_000,CUST_10193,True,2025-09-04,False,,False,,,0,
CAMP_000,CUST_12656,True,2025-09-07,False,,False,,,0,
CAMP_000,CUST_11185,True,2025-08-30,False,,False,,,0,
CAMP_000,CUST_10521,True,2025-09-02,False,,False,,,0,
CAMP_000,CUST_11002,True,2025-08-30,False,,False,,,0,
CAMP_000,CUST_11725,True,2025-08-31,True,2025-09-02,True,2025-09-06,Plan Downgrade,3130,Not interested right now
CAMP_000,CUST_10626,True,2025-09-04,False,,False,,,0,
CAMP_000,CUST_11488,False,,False,,False,,,0,
CAMP_000,CUST_11808,True,2025-09-04,False,,False,,,0,
CAMP_000,CUST_12026,True,2025-09-08,False,,False,,,0,
CAMP_000,CUST_10907,True,2025-09-07,False,,False,,,0,
CAMP_000,CUST_12974,True,2025-09-04,False,,False,,,0,
CAMP_000,CUST_11901,True,2025-09-06,False,,False,,,0,
CAMP_000,CUST_11297,True,2025-09-01,False,,False,,,0,
CAMP_000,CUST_11376,True,2025-09-07,False,,False,,,0,
CAMP_000,CUST_10671,True,2025-09-07,False,,False,,,0,
CAMP_000,CUST_12785,True,2025-09-04,False,,False,,,0,
CAMP_000,CUST_11201,True,2025-09-06,True,2025-09-07,False,,,0,
CAMP_000,CUST_12795,True,2025-08-30,False,,False,,,0,
CAMP_000,CUST_11642,True,2025-09-07,False,,False,,,0,
CAMP_000,CUST_10875,True,2025-09-06,False,,False,,,0,
CAMP_000,CUST_10096,True,2025-09-02,False,,False,,,0,
CAMP_000,CUST_11413,True,2025-09-06,False,,False,,,0,
CAMP_000,CUST_10766,True,2025-08-29,False,,False,,,0,
CAMP_000,CUST_10119,True,2025-09-08,False,,False,,,0,
CAMP_000,CUST_11675,True,2025-09-04,False,,False,,,0,
CAMP_000,CUST_11818,True,2025-08-31,False,,False,,,0,
CAMP_000,CUST_12767,True,2025-08-30,False,,False,,,0,
CAMP_000,CUST_11057,True,2025-09-08,False,,False,,,0,
CAMP_000,CUST_10769,True,2025-08-30,True,2025-09-02,False,,,0,Will think about it
CAMP_000,CUST_12141,True,2025-09-08,False,,False,,,0,
CAMP_000,CUST_12922,True,2025-08-29,False,,False,,,0,
CAMP_000,CUST_12769,True,2025-09-08,True,2025-09-12,True,2025-09-15,WiFi Booster,2844,Too expensive
CAMP_000,CUST_12907,True,2025-09-07,False,,False,,,0,
CAMP_000,CUST_11408,True,2025-09-08,False,,False,,,0,
CAMP_000,CUST_10793,True,2025-09-01,True,2025-09-06,True,2025-09-09,Speed Upgrade,3157,Too expensive
CAMP_000,CUST_10751,True,2025-09-06,False,,False,,,0,
CAMP_000,CUST_10376,False,,False,,False,,,0,
CAMP_000,CUST_10362,True,2025-08-29,False,,False,,,0,
CAMP_000,CUST_11505,True,2025-09-08,True,2025-09-12,True,2025-09-18,Bundle Discount,3022,Already solved the issue
CAMP_000,CUST_11621,False,,False,,False,,,0,
CAMP_000,CUST_11029,True,2025-09-04,False,,False,,,0,
CAMP_000,CUST_12116,True,2025-09-05,True,2025-09-07,False,,,0,"Good offer, accepted"
CAMP_000,CUST_12087,True,2025-09-02,False,,False,,,0,
CAMP_000,CUST_12571,True,2025-08-29,False,,False,,,0,
CAMP_000,CUST_12759,True,2025-09-06,False,,False,,,0,
CAMP_000,CUST_11053,True,2025-09-01,False,,False,,,0,
CAMP_000,CUST_12556,True,2025-09-04,False,,False,,,0,
CAMP_000,CUST_12877,True,2025-09-02,False,,False,,,0,
CAMP_000,CUST_11433,True,2025-09-07,True,2025-09-12,True,2025-09-16,Bundle Discount,2761,"Good offer, accepted"
CAMP_000,CUST_11625,True,2025-09-03,True,2025-09-07,False,,,0,Too expensive
CAMP_000,CUST_10315,True,2025-09-03,True,2025-09-04,True,2025-09-06,Retention Offer,3141,
CAMP_000,CUST_12959,True,2025-08-29,False,,False,,,0,
CAMP_000,CUST_10115,True,2025-09-01,False,,False,,,0,
CAMP_000,CUST_11128,True,2025-09-02,False,,False,,,0,
CAMP_000,CUST_12112,True,2025-08-29,False,,False,,,0,
CAMP_000,CUST_10215,True,2025-09-05,False,,False,,,0,
CAMP_000,CUST_11273,True,2025-09-08,False,,False,,,0,
CAMP_000,CUST_12278,True,2025-09-02,True,2025-09-06,False,,,0,Already solved the issue
CAMP_000,CUST_10393,True,2025-09-01,True,2025-09-04,False,,,0,Too expensive
CAMP_000,CUST_11494,True,2025-08-31,False,,False,,,0,
CAMP_000,CUST_11523,False,,False,,False,,,0,
CAMP_000,CUST_12914,True,2025-09-02,False,,False,,,0,
CAMP_000,CUST_12919,True,2025-08-29,False,,False,,,0,
CAMP_000,CUST_10196,True,2025-09-05,False,,False,,,0,
CAMP_000,CUST_12339,True,2025-08-29,False,,False,,,0,
CAMP_000,CUST_10045,True,2025-09-06,False,,False,,,0,
CAMP_000,CUST_12027,True,2025-09-03,False,,False,,,0,
CAMP_000,CUST_11190,True,2025-09-07,False,,False,,,0,
CAMP_000,CUST_10814,True,2025-09-07,False,,False,,,0,
